family,bases,count_fr3d_RS,family_id,yaw1_min,yaw1_max,pitch1_min,pitch1_max,roll1_min,roll1_max,yaw2_min,yaw2_max,pitch2_min,pitch2_max,roll2_min,roll2_max,coplanarity_angle_min,coplanarity_angle_max,coplanarity_edge_angle1_min,coplanarity_edge_angle1_max,coplanarity_edge_angle2_min,coplanarity_edge_angle2_max,coplanarity_shift1_min,coplanarity_shift1_max,coplanarity_shift2_min,coplanarity_shift2_max,hb_0_acceptor_angle_min,hb_0_acceptor_angle_max,hb_1_acceptor_angle_min,hb_1_acceptor_angle_max,hb_2_acceptor_angle_min,hb_2_acceptor_angle_max,hb_0_donor_angle_min,hb_0_donor_angle_max,hb_1_donor_angle_min,hb_1_donor_angle_max,hb_2_donor_angle_min,hb_2_donor_angle_max,hb_0_length_max,hb_1_length_max,hb_2_length_max,min_bond_length_max,hb_0_OOPA1_min,hb_0_OOPA1_max,hb_0_OOPA2_min,hb_0_OOPA2_max,hb_1_OOPA1_min,hb_1_OOPA1_max,hb_1_OOPA2_min,hb_1_OOPA2_max,hb_2_OOPA1_min,hb_2_OOPA1_max,hb_2_OOPA2_min,hb_2_OOPA2_max
tWS,A-U,0,6,65,155,-45,45,-60,60,-155,-65,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,100,180,70,180,,,4.2,4.2,,3.8,-60,60,-60,60,-60,60,-60,60,,,,
tWS,C-A,27,6,85,175,-45,45,-60,60,-175,-85,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,70,180,,,70,180,100,180,,,4.4,4.2,,3.8,-60,60,-60,60,-60,60,-80,40,,,,
tWS,C-C,18,6,55,145,-45,45,-60,60,-145,-55,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,100,180,70,180,,,4.4,4.0,,3.8,-60,60,-60,60,-60,60,-80,40,,,,
tWS,C-G,35,6,45,135,-45,45,-60,60,-135,-45,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,40,150,100,180,70,180,100,180,70,180,70,180,6.0,4.2,4.0,3.8,-60,60,-60,60,-60,60,-80,40,-60,60,-60,60
tWS,C-U,2,6,65,155,-45,45,-60,60,-155,-65,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,40,150,100,180,,,100,180,100,180,,,4.4,4.2,,3.8,-60,60,-60,60,-60,60,-60,60,,,,
tWS,G-C,11,6,35,125,-45,45,-60,60,-125,-35,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,100,180,,,70,180,70,180,,,4.2,4.0,,3.8,-40,80,-80,40,-60,60,-80,40,,,,
tWS,G-U,186,6,35,125,-45,45,-60,60,-125,-35,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,70,180,70,180,,,4.4,4.0,,3.8,-40,80,-80,40,-60,60,-80,40,,,,
tWS,U-A,79,6,35,125,-45,45,-60,60,-125,-35,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,70,180,,,70,180,70,180,,,4.2,4.8,,3.8,-60,60,-60,60,-60,60,-60,60,,,,
tWS,U-C,8,6,5,95,-45,45,-60,60,-95,-5,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,100,180,,,70,180,70,180,,,4.0,4.0,,3.8,-60,60,-80,40,-60,60,-60,60,,,,
tWS,U-G,30,6,5,95,-45,45,-60,60,-95,-5,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
tWS,U-U,12,6,35,125,-45,45,-60,60,-125,-35,-45,45,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,100,180,,,70,180,70,180,,,4.2,4.2,,3.8,-40,80,-80,40,-60,60,-60,60,,,,
cHH,A-G,45,7,135,-135,-45,45,120,-120,135,-135,-45,45,120,-120,125,180,-45,45,-45,45,-2.0,2.0,-2.0,2.0,70,180,,,,,100,180,,,,,4.0,,,3.8,-60,60,-60,60,,,,,,,,
cHH,G-C,15,7,-55,35,-45,45,120,-120,-55,35,-45,45,120,-120,125,180,-45,45,-45,45,-2.0,2.0,-2.0,2.0,70,180,,,,,100,180,,,,,4.8,,,3.8,-60,60,-60,60,,,,,,,,
cHHa,G-C,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cHh,G-G,13,7,-55,35,-45,45,120,-120,-55,35,-45,45,120,-120,125,180,-45,45,-45,45,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.8,,,3.8,-60,60,-60,60,,,,,,,,
tHH,A-A,674,8,-45,45,-60,60,-60,60,-45,45,-60,60,-60,60,0,65,-45,45,-45,45,-2.0,2.0,-2.0,2.0,70,180,70,180,,,70,180,70,180,,,4.2,4.2,,3.8,-60,60,-60,60,-60,60,-60,60,,,,
tHH,A-C,31,8,-45,45,-60,60,-60,60,-45,45,-60,60,-60,60,0,65,-45,45,-45,45,-2.0,2.0,-2.0,2.0,70,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
tHH,A-G,42,8,-25,65,-60,60,-60,60,-65,25,-60,60,-60,60,0,65,-45,45,-45,45,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
tHH,A-U,66,8,-25,65,-60,60,-60,60,-65,25,-60,60,-60,60,0,65,-45,45,-45,45,-2.0,2.0,-2.0,2.0,70,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
tHH,C-U,38,8,-25,65,-60,60,-60,60,-65,25,-60,60,-60,60,0,65,-45,45,-45,45,-2.0,2.0,-2.0,2.0,70,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
tHH,G-C,67,8,-45,45,-60,60,-60,60,-45,45,-60,60,-60,60,0,65,-45,45,-45,45,-2.0,2.0,-2.0,2.0,70,180,100,180,,,100,180,100,180,,,4.6,4.6,,3.8,-60,60,-60,60,-60,60,-60,60,,,,
tHh,G-G,,,-115,-25,-60,60,-60,60,25,115,-60,60,-60,60,0,65,-45,45,-45,45,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.4,,,3.8,-60,60,-60,60,,,,,,,,
cHS,A-A,95,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,A-C,51,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-40,80,,,,,,,,
cHS,A-G,19,9,155,-115,-60,60,-60,60,115,-155,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,A-U,65,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,C-A,69,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,C-C,97,9,105,-165,-60,60,-60,60,165,-105,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-40,80,,,,,,,,
cHS,C-G,14,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-80,40,-40,80,,,,,,,,
cHS,C-U,200,9,105,-165,-60,60,-60,60,165,-105,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,G-A,17,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,G-G,36,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,100,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,U-A,0,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,,,,,50,130,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,U-C,1,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,U-G,517,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cHS,U-U,13,9,135,-135,-60,60,-60,60,135,-135,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,,,,,100,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
tHS,A-A,252,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,100,180,100,180,60,150,60,140,100,180,100,180,4.8,4.2,4.2,3.8,-60,60,-60,60,-60,60,-60,60,-40,80,-40,80
tHS,A-C,122,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,100,180,60,150,,,100,180,100,180,,,4.2,4.8,,3.8,-60,60,-60,60,-40,80,-40,80,,,,
tHS,A-G,3042,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,70,180,70,180,40,150,70,180,100,180,70,180,4.2,4.4,4.8,3.8,-60,60,-60,60,-60,60,-60,60,,,,
tHS,A-U,49,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,100,180,60,150,,,100,180,70,180,,,4.2,4.2,,3.8,-60,60,-60,60,-40,80,-40,80,,,,
tHS,C-A,51,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,100,180,60,150,,,100,180,100,180,,,4.2,4.4,,3.8,-60,60,-60,60,-40,80,-40,80,,,,
tHS,C-C,60,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,100,180,60,150,,,70,180,100,180,,,4.2,4.4,,3.8,-60,60,-60,60,-60,60,-40,80,,,,
tHS,C-U,65,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,100,180,60,150,,,70,180,100,180,,,4.2,4.4,,3.8,-60,60,-60,60,-40,80,-40,80,,,,
tHS,G-G,188,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,70,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
tHS,U-A,70,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,100,180,,,,,70,180,,,,,4.4,,,3.8,-60,60,-60,60,,,,,,,,
tHS,U-G,123,10,35,125,-60,60,120,-120,35,125,-60,60,120,-120,115,180,-60,60,-70,50,-2.0,2.0,-2.0,2.0,70,180,,,,,70,180,,,,,4.2,,,3.8,-60,60,-60,60,,,,,,,,
cSs,A-A,104,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,100,180,70,180,70,180,50,150,4.0,4.8,4.2,3.8,-60,60,-60,60,-60,60,-60,60,-60,60,-60,60
cSs,A-C,721,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,70,180,100,180,,,4.0,4.4,,3.8,-80,40,-80,40,-60,60,-60,60,,,,
cSs,A-G,500,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,70,180,70,180,100,180,70,180,4.4,4.2,4.0,3.8,-60,60,-60,60,-60,60,-60,60,-80,40,-80,40
cSs,A-U,16,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,100,180,,,70,180,100,180,,,4.0,4.4,,3.8,-60,60,-80,40,-60,60,-60,60,,,,
cSs,C-A,804,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,70,180,100,180,50,150,70,180,70,180,4.0,4.0,4.4,3.8,-60,60,-80,40,-40,80,-60,60,-60,60,-60,60
cSs,C-C,0,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,70,180,100,180,,,4.0,4.0,,3.8,-60,60,-80,40,-40,80,-60,60,,,,
cSs,C-G,112,11,-135,-45,-60,60,120,-120,-135,-45,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,70,180,70,180,100,180,50,150,4.2,4.2,4.2,3.8,-40,80,-40,80,-60,60,-60,60,-80,40,-80,40
cSs,C-U,1,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,70,180,70,180,,,4.0,4.2,,3.8,-80,40,-80,40,-40,80,-60,60,,,,
cSs,G-A,331,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,70,180,70,180,70,180,50,150,4.0,4.4,4.2,3.8,-40,80,-60,60,-60,60,-60,60,-60,60,-80,40
cSs,G-C,6,11,-135,-45,-60,60,120,-120,-135,-45,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,70,180,100,180,,,4.2,4.2,,3.8,-80,40,-80,40,-40,80,-60,60,,,,
cSs,G-G,52,11,-135,-45,-60,60,120,-120,-135,-45,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,70,180,70,180,100,180,50,150,4.0,3.8,5.0,3.8,-40,80,-40,80,-60,60,-60,60,-90,30,-90,30
cSs,G-U,42,11,-135,-45,-60,60,120,-120,-135,-45,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,70,180,100,180,,,4.2,4.2,,3.8,-60,60,-60,60,-40,80,-60,60,,,,
cSs,U-A,342,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,70,180,100,180,50,150,70,180,70,180,4.2,4.0,4.4,3.8,-80,40,-80,40,-40,80,-60,60,-60,60,-60,60
cSs,U-C,3,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,50,150,70,180,,,4.0,4.0,,3.8,-80,40,-80,40,-40,80,-60,60,,,,
cSs,U-G,155,11,-125,-35,-60,60,120,-120,-125,-35,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,70,180,100,180,50,150,70,180,100,180,4.0,4.2,4.2,3.8,-80,40,-80,40,-40,80,-60,60,-60,60,-60,60
cSs,U-U,4,11,-115,-25,-60,60,120,-120,-115,-25,-60,60,120,-120,115,180,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,50,150,70,180,,,4.2,4.2,,3.8,-80,40,-80,40,-40,80,-60,60,,,,
tSs,A-A,76,12,5,95,-60,60,-60,60,-95,-5,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,100,180,70,180,40,120,70,180,70,180,6.0,4.8,4.2,3.8,-60,60,-60,60,-60,60,-60,60,-60,60,-60,60
tSs,A-C,472,12,5,95,-60,60,-60,60,-95,-5,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,70,180,,,70,180,70,180,,,4.8,4.2,,3.8,-60,60,-60,60,-60,60,-80,40,,,,
tSs,A-G,2091,12,5,95,-60,60,-60,60,-95,-5,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,100,180,70,180,70,180,70,180,70,180,4.8,4.2,4.2,3.8,-60,60,-60,60,-60,60,-60,60,-60,60,-60,60
tSs,A-U,178,12,5,95,-60,60,-60,60,-95,-5,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,70,180,70,180,,,4.0,4.4,,3.8,-60,60,-80,40,-60,60,-60,60,,,,
tSs,G-A,212,12,-65,25,-60,60,-60,60,-25,65,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,100,180,70,180,40,120,70,180,100,180,4.8,4.4,5.5,3.8,-40,40,-40,40,-40,40,-40,40,-60,60,-60,60
tSs,G-C,28,12,-45,45,-60,60,-60,60,-45,45,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,100,180,70,180,,,70,180,100,180,,,4.2,6.0,,3.8,-60,60,-60,60,-60,60,-40,80,,,,
tSS,G-G,205,12,-45,45,-60,60,-60,60,-45,45,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,30,150,70,180,70,180,70,180,70,180,70,180,7.0,4.8,4.8,3.8,-80,40,-40,80,-60,60,-60,60,-60,60,-60,60
tSs,G-U,31,12,-25,65,-60,60,-60,60,-65,25,-60,60,-60,60,0,65,-60,60,-60,60,-2.0,2.0,-2.0,2.0,70,180,100,180,,,100,180,70,180,,,4.2,4.4,,3.8,-60,60,-40,80,-40,80,-80,40,,,,